Animal_ID,Farm_ID,Date,Breed,Parity,Days_In_Milk,Previous_Mastitis_Count,Milk_Yield_Kg,Electrical_Conductivity_mS_cm,Milk_Temperature_C,Body_Temperature_C,Rumination_Min_Day,Activity_Steps_Day,Ambient_Temp_C,Ambient_Humidity_Pct,Last_SCC_Cell_mL,CMT_Score,Mastitis_Event_In_7_14_Days
COW-001,FARM-01,2025-02-23,Holstein Friesian Cross,5,179,1,18.37,5.08,37.61,37.47,514.8,1222.2,29.6,67.5,127000,Negative,0
COW-001,FARM-01,2025-02-24,Holstein Friesian Cross,5,180,1,19.04,5.12,37.6,37.57,488.1,1311.1,30.3,70.9,125000,Negative,0
COW-001,FARM-01,2025-02-25,Holstein Friesian Cross,5,181,1,19.76,5.04,37.51,37.67,481.8,1204.6,32.9,72.1,167000,Negative,0
COW-001,FARM-01,2025-02-26,Holstein Friesian Cross,5,182,1,18.46,4.98,37.48,37.56,452.6,1221.7,32.0,70.8,206000,Trace,0
COW-001,FARM-01,2025-02-27,Holstein Friesian Cross,5,183,1,20.11,5.33,37.4,37.56,501.2,1271.3,34.1,72.1,63000,Negative,0
COW-001,FARM-01,2025-02-28,Holstein Friesian Cross,5,184,1,18.48,5.08,37.47,37.62,503.0,1237.4,32.7,64.1,156000,Negative,0
COW-001,FARM-01,2025-03-01,Holstein Friesian Cross,5,185,1,19.4,5.18,37.63,37.59,512.0,1295.1,31.8,71.5,83000,Negative,0
COW-001,FARM-01,2025-03-02,Holstein Friesian Cross,5,186,1,19.72,5.29,37.68,37.58,485.4,1199.9,32.9,70.6,139000,Negative,0
COW-001,FARM-01,2025-03-03,Holstein Friesian Cross,5,187,1,17.35,5.33,37.46,37.63,488.7,1213.0,29.4,73.6,117000,Negative,0
COW-001,FARM-01,2025-03-04,Holstein Friesian Cross,5,188,1,18.43,5.14,37.75,37.62,477.6,1183.4,30.5,73.6,134000,Negative,0
COW-001,FARM-01,2025-03-05,Holstein Friesian Cross,5,189,1,19.24,5.14,37.54,37.63,475.0,1272.7,32.9,71.6,152000,Negative,0
COW-001,FARM-01,2025-03-06,Holstein Friesian Cross,5,190,1,19.27,5.31,37.63,37.84,495.8,1338.6,29.6,67.9,56000,Negative,0
COW-001,FARM-01,2025-03-07,Holstein Friesian Cross,5,191,1,18.85,4.99,37.62,37.51,462.3,1155.2,30.4,64.4,156000,Negative,0
COW-001,FARM-01,2025-03-08,Holstein Friesian Cross,5,192,1,19.45,5.08,37.7,37.68,477.8,1256.7,33.9,74.2,83000,Negative,0
COW-001,FARM-01,2025-03-09,Holstein Friesian Cross,5,193,1,18.0,5.09,37.52,37.9,452.3,1241.7,34.8,68.8,79000,Negative,0
COW-001,FARM-01,2025-03-10,Holstein Friesian Cross,5,194,1,18.76,5.02,37.59,37.74,510.8,1262.5,36.9,73.0,134000,Negative,0
COW-001,FARM-01,2025-03-11,Holstein Friesian Cross,5,195,1,17.55,5.03,37.68,37.55,462.7,1227.2,32.3,69.6,145000,Negative,0
COW-001,FARM-01,2025-03-12,Holstein Friesian Cross,5,196,1,18.19,5.16,37.58,37.55,480.3,1218.1,34.9,72.0,102000,Negative,0
COW-001,FARM-01,2025-03-13,Holstein Friesian Cross,5,197,1,18.09,4.95,37.44,37.68,506.4,1203.4,31.9,71.1,139000,Negative,0
COW-001,FARM-01,2025-03-14,Holstein Friesian Cross,5,198,1,17.4,4.97,37.32,37.66,487.6,1274.2,34.6,67.5,58000,Negative,0
COW-001,FARM-01,2025-03-15,Holstein Friesian Cross,5,199,1,18.05,4.97,37.61,37.65,462.9,1237.6,34.2,65.8,164000,Negative,0
COW-001,FARM-01,2025-03-16,Holstein Friesian Cross,5,200,1,17.75,5.1,37.49,37.53,464.8,1153.3,33.0,63.7,165000,Negative,0
COW-001,FARM-01,2025-03-17,Holstein Friesian Cross,5,201,1,18.26,5.21,37.43,37.82,495.7,1249.8,36.1,65.9,58000,Negative,0
COW-001,FARM-01,2025-03-18,Holstein Friesian Cross,5,202,1,18.31,5.08,37.53,37.66,486.9,1231.0,37.0,72.2,108000,Negative,0
COW-001,FARM-01,2025-03-19,Holstein Friesian Cross,5,203,1,19.35,5.05,37.44,37.43,490.3,1240.4,34.9,67.6,51000,Negative,0
COW-001,FARM-01,2025-03-20,Holstein Friesian Cross,5,204,1,19.88,5.1,37.64,37.57,504.0,1258.2,34.3,70.0,77000,Negative,0
COW-001,FARM-01,2025-03-21,Holstein Friesian Cross,5,205,1,19.1,5.24,37.63,37.63,498.3,1263.0,31.9,66.1,60000,Negative,0
COW-001,FARM-01,2025-03-22,Holstein Friesian Cross,5,206,1,19.41,5.21,37.53,37.56,499.5,1223.0,34.6,65.4,130000,Negative,0
COW-001,FARM-01,2025-03-23,Holstein Friesian Cross,5,207,1,18.34,4.92,37.83,37.73,443.5,1278.4,33.3,66.7,65000,Negative,0
COW-001,FARM-01,2025-03-24,Holstein Friesian Cross,5,208,1,19.3,5.3,37.71,37.6,487.0,1298.3,32.2,63.4,174000,Negative,0
COW-001,FARM-01,2025-03-25,Holstein Friesian Cross,5,209,1,18.37,5.3,37.51,37.7,471.6,1198.5,32.7,64.2,116000,Negative,0
COW-001,FARM-01,2025-03-26,Holstein Friesian Cross,5,210,1,19.49,5.11,37.55,37.62,457.4,1194.7,36.4,69.6,111000,Negative,0
COW-001,FARM-01,2025-03-27,Holstein Friesian Cross,5,211,1,19.54,5.17,37.59,37.58,493.5,1160.3,34.2,65.5,70000,Negative,0
COW-001,FARM-01,2025-03-28,Holstein Friesian Cross,5,212,1,17.94,5.11,37.83,37.8,466.2,1179.4,33.2,66.4,91000,Negative,0
COW-001,FARM-01,2025-03-29,Holstein Friesian Cross,5,213,1,17.82,5.2,37.62,37.75,514.4,1270.4,31.6,72.4,152000,Negative,0
COW-001,FARM-01,2025-03-30,Holstein Friesian Cross,5,214,1,18.49,5.08,37.67,37.56,481.0,1244.8,34.4,65.5,124000,Negative,0
COW-001,FARM-01,2025-03-31,Holstein Friesian Cross,5,215,1,17.96,4.99,37.52,37.48,494.5,1230.4,31.1,73.0,146000,Negative,0
COW-001,FARM-01,2025-04-01,Holstein Friesian Cross,5,216,1,19.98,5.0,37.63,37.5,466.1,1302.9,34.2,64.8,229000,Trace,0
COW-001,FARM-01,2025-04-02,Holstein Friesian Cross,5,217,1,17.18,4.83,37.73,37.66,490.0,1331.2,33.1,67.9,125000,Negative,0
COW-001,FARM-01,2025-04-03,Holstein Friesian Cross,5,218,1,17.31,5.06,37.36,37.91,478.7,1185.9,35.6,67.7,93000,Negative,0
COW-001,FARM-01,2025-04-04,Holstein Friesian Cross,5,219,1,17.63,5.05,37.77,37.58,487.7,1238.9,32.0,59.9,151000,Negative,0
COW-001,FARM-01,2025-04-05,Holstein Friesian Cross,5,220,1,18.5,5.28,37.57,37.67,470.9,1226.9,32.3,66.3,58000,Negative,0
COW-001,FARM-01,2025-04-06,Holstein Friesian Cross,5,221,1,17.58,5.06,37.55,37.54,494.2,1233.5,34.2,64.8,138000,Negative,0
COW-001,FARM-01,2025-04-07,Holstein Friesian Cross,5,222,1,20.09,5.15,37.65,37.38,459.7,1247.2,33.7,60.2,246000,Trace,0
COW-001,FARM-01,2025-04-08,Holstein Friesian Cross,5,223,1,17.36,4.81,37.58,37.58,458.8,1236.2,36.3,61.8,125000,Negative,0
COW-001,FARM-01,2025-04-09,Holstein Friesian Cross,5,224,1,18.08,4.98,37.54,37.82,498.8,1240.9,33.3,60.7,152000,Negative,0
COW-001,FARM-01,2025-04-10,Holstein Friesian Cross,5,225,1,19.4,5.1,37.56,37.57,493.4,1227.3,34.6,63.8,73000,Negative,0
COW-001,FARM-01,2025-04-11,Holstein Friesian Cross,5,226,1,18.83,5.15,37.59,37.5,488.7,1232.4,31.8,60.5,154000,Negative,0
COW-001,FARM-01,2025-04-12,Holstein Friesian Cross,5,227,1,17.27,5.05,37.56,37.56,475.2,1237.2,33.8,57.4,105000,Negative,0
COW-001,FARM-01,2025-04-13,Holstein Friesian Cross,5,228,1,17.5,5.0,37.65,37.57,492.6,1212.1,34.5,64.6,193000,Negative,0
COW-001,FARM-01,2025-04-14,Holstein Friesian Cross,5,229,1,19.31,5.21,37.54,37.73,482.7,1219.0,31.9,68.5,97000,Negative,0
COW-001,FARM-01,2025-04-15,Holstein Friesian Cross,5,230,1,18.94,5.08,37.61,37.51,497.7,1217.0,33.9,64.6,149000,Negative,0
COW-001,FARM-01,2025-04-16,Holstein Friesian Cross,5,231,1,19.12,5.04,37.49,37.7,467.6,1281.7,33.4,63.1,134000,Negative,0
COW-001,FARM-01,2025-04-17,Holstein Friesian Cross,5,232,1,19.87,5.29,37.43,37.79,478.9,1217.6,32.3,63.8,50000,Negative,0
COW-001,FARM-01,2025-04-18,Holstein Friesian Cross,5,233,1,19.03,5.28,37.64,37.54,461.5,1213.4,33.4,61.3,66000,Negative,0
COW-001,FARM-01,2025-04-19,Holstein Friesian Cross,5,234,1,19.38,5.32,37.56,37.71,490.1,1236.0,34.3,57.5,170000,Negative,0
COW-001,FARM-01,2025-04-20,Holstein Friesian Cross,5,235,1,18.14,5.01,37.62,37.55,471.5,1238.6,33.0,63.2,95000,Negative,0
COW-001,FARM-01,2025-04-21,Holstein Friesian Cross,5,236,1,17.39,4.99,37.71,37.64,494.7,1195.2,30.8,61.8,125000,Negative,0
COW-001,FARM-01,2025-04-22,Holstein Friesian Cross,5,237,1,18.43,4.9,37.73,37.89,493.6,1224.2,35.0,65.6,146000,Negative,0
COW-001,FARM-01,2025-04-23,Holstein Friesian Cross,5,238,1,17.25,5.14,37.6,37.68,481.9,1184.6,35.4,65.3,182000,Negative,0
COW-001,FARM-01,2025-04-24,Holstein Friesian Cross,5,239,1,18.54,4.89,37.77,37.72,482.2,1230.9,31.9,67.6,140000,Negative,0
COW-001,FARM-01,2025-04-25,Holstein Friesian Cross,5,240,1,16.57,5.08,37.55,37.56,465.0,1222.6,29.3,58.4,134000,Negative,0
COW-001,FARM-01,2025-04-26,Holstein Friesian Cross,5,241,1,18.47,5.13,37.69,37.64,496.7,1379.0,32.1,62.3,223000,Trace,0
COW-001,FARM-01,2025-04-27,Holstein Friesian Cross,5,242,1,18.83,5.04,37.76,37.45,494.2,1290.3,32.8,60.4,58000,Negative,0
COW-001,FARM-01,2025-04-28,Holstein Friesian Cross,5,243,1,17.03,5.17,37.76,37.77,462.1,1176.9,34.0,60.1,50000,Negative,0
COW-001,FARM-01,2025-04-29,Holstein Friesian Cross,5,244,1,17.42,4.99,37.51,37.52,508.3,1320.5,32.6,60.0,131000,Negative,0
COW-001,FARM-01,2025-04-30,Holstein Friesian Cross,5,245,1,17.32,5.21,37.6,37.78,483.8,1166.4,30.0,63.4,89000,Negative,0
COW-001,FARM-01,2025-05-01,Holstein Friesian Cross,5,246,1,17.06,5.2,37.4,37.86,471.9,1258.3,30.8,59.5,69000,Negative,0
COW-001,FARM-01,2025-05-02,Holstein Friesian Cross,5,247,1,18.47,4.88,37.75,37.81,487.9,1218.2,29.9,55.3,126000,Negative,0
COW-001,FARM-01,2025-05-03,Holstein Friesian Cross,5,248,1,16.49,5.09,37.66,37.49,488.1,1199.0,33.4,58.2,184000,Negative,0
COW-001,FARM-01,2025-05-04,Holstein Friesian Cross,5,249,1,17.78,5.09,37.61,37.35,460.1,1258.5,34.7,58.9,90000,Negative,0
COW-001,FARM-01,2025-05-05,Holstein Friesian Cross,5,250,1,17.07,4.98,37.54,37.68,483.7,1238.1,32.4,61.2,99000,Negative,0
COW-001,FARM-01,2025-05-06,Holstein Friesian Cross,5,251,1,17.21,5.11,37.62,37.82,496.5,1277.0,32.1,60.8,80000,Negative,0
COW-001,FARM-01,2025-05-07,Holstein Friesian Cross,5,252,1,17.12,5.19,37.62,37.75,476.2,1224.6,30.8,54.3,147000,Negative,0
COW-001,FARM-01,2025-05-08,Holstein Friesian Cross,5,253,1,17.05,5.18,37.45,37.74,471.7,1178.9,31.2,61.3,173000,Negative,0
COW-001,FARM-01,2025-05-09,Holstein Friesian Cross,5,254,1,19.11,5.21,37.71,37.6,452.9,1318.8,33.7,52.8,110000,Negative,0
COW-001,FARM-01,2025-05-10,Holstein Friesian Cross,5,255,1,18.62,5.08,37.66,37.46,486.1,1243.3,31.9,55.6,114000,Negative,0
COW-001,FARM-01,2025-05-11,Holstein Friesian Cross,5,256,1,17.98,4.82,37.7,37.71,505.0,1243.2,28.7,61.6,113000,Negative,0
COW-001,FARM-01,2025-05-12,Holstein Friesian Cross,5,257,1,16.15,5.07,37.55,37.88,478.8,1260.0,29.3,63.0,140000,Negative,0
COW-001,FARM-01,2025-05-13,Holstein Friesian Cross,5,258,1,17.45,5.2,37.55,37.61,490.0,1236.3,31.3,65.7,172000,Negative,0
COW-001,FARM-01,2025-05-14,Holstein Friesian Cross,5,259,1,16.7,5.2,37.52,37.74,483.0,1218.5,30.0,59.7,79000,Negative,0
COW-001,FARM-01,2025-05-15,Holstein Friesian Cross,5,260,1,17.67,5.13,37.71,37.62,478.3,1190.6,30.9,65.7,130000,Negative,0
COW-001,FARM-01,2025-05-16,Holstein Friesian Cross,5,261,1,16.45,5.21,37.64,37.68,498.6,1265.7,28.2,59.1,110000,Negative,0
COW-001,FARM-01,2025-05-17,Holstein Friesian Cross,5,262,1,17.09,5.01,37.71,37.47,465.5,1245.7,28.9,56.5,90000,Negative,0
COW-001,FARM-01,2025-05-18,Holstein Friesian Cross,5,263,1,16.05,5.17,37.67,37.83,462.0,1211.5,31.3,54.1,188000,Negative,0
COW-001,FARM-01,2025-05-19,Holstein Friesian Cross,5,264,1,17.66,5.23,37.57,37.73,474.0,1278.3,29.7,58.7,188000,Negative,0
COW-001,FARM-01,2025-05-20,Holstein Friesian Cross,5,265,1,15.85,5.22,37.72,37.62,482.0,1215.8,27.7,53.7,66000,Negative,0
COW-001,FARM-01,2025-05-21,Holstein Friesian Cross,5,266,1,16.87,5.19,37.45,37.6,462.7,1179.4,31.4,62.4,124000,Negative,0
COW-001,FARM-01,2025-05-22,Holstein Friesian Cross,5,267,1,17.6,5.24,37.57,37.56,467.4,1295.5,31.3,51.8,119000,Negative,0
COW-001,FARM-01,2025-05-23,Holstein Friesian Cross,5,268,1,17.71,5.05,37.68,37.57,496.8,1187.3,30.5,54.4,104000,Negative,0
COW-001,FARM-01,2025-05-24,Holstein Friesian Cross,5,269,1,18.97,5.1,37.57,37.41,479.1,1187.2,30.5,58.0,71000,Negative,0
COW-001,FARM-01,2025-05-25,Holstein Friesian Cross,5,270,1,17.13,5.09,37.59,37.36,490.7,1302.4,28.6,60.8,168000,Negative,0
COW-001,FARM-01,2025-05-26,Holstein Friesian Cross,5,271,1,17.49,5.34,37.64,37.65,515.2,1207.6,25.8,56.9,143000,Negative,0
COW-001,FARM-01,2025-05-27,Holstein Friesian Cross,5,272,1,17.0,5.02,37.65,37.36,487.1,1271.2,28.7,55.4,111000,Negative,0
COW-001,FARM-01,2025-05-28,Holstein Friesian Cross,5,273,1,16.81,5.12,37.65,37.47,500.2,1236.5,27.8,57.5,56000,Negative,0
COW-001,FARM-01,2025-05-29,Holstein Friesian Cross,5,274,1,17.46,4.97,37.55,37.74,460.4,1295.8,29.3,57.2,50000,Negative,0
COW-001,FARM-01,2025-05-30,Holstein Friesian Cross,5,275,1,16.78,5.28,37.45,37.57,498.4,1183.9,28.3,54.6,89000,Negative,0
COW-001,FARM-01,2025-05-31,Holstein Friesian Cross,5,276,1,15.81,5.26,37.66,37.66,474.2,1207.7,28.2,59.2,78000,Negative,0
COW-001,FARM-01,2025-06-01,Holstein Friesian Cross,5,277,1,17.87,5.03,37.47,37.92,505.4,1151.8,29.6,58.4,103000,Negative,0
COW-001,FARM-01,2025-06-02,Holstein Friesian Cross,5,278,1,17.1,4.96,37.74,37.41,470.3,1265.3,27.0,55.5,161000,Negative,0
COW-001,FARM-01,2025-06-03,Holstein Friesian Cross,5,279,1,16.41,5.07,37.68,37.6,465.6,1160.8,29.3,59.3,104000,Negative,0
COW-001,FARM-01,2025-06-04,Holstein Friesian Cross,5,280,1,17.55,5.15,37.63,37.65,492.6,1234.0,29.3,59.3,126000,Negative,0
COW-001,FARM-01,2025-06-05,Holstein Friesian Cross,5,281,1,16.15,5.18,37.6,37.34,504.9,1196.6,28.9,55.4,134000,Negative,0
COW-001,FARM-01,2025-06-06,Holstein Friesian Cross,5,282,1,16.21,5.07,37.59,37.31,501.6,1265.1,27.9,58.9,127000,Negative,0
COW-001,FARM-01,2025-06-07,Holstein Friesian Cross,5,283,1,17.63,5.01,37.72,37.58,452.2,1203.3,28.5,55.7,157000,Negative,0
COW-001,FARM-01,2025-06-08,Holstein Friesian Cross,5,284,1,16.48,5.17,37.59,37.56,484.8,1265.1,28.0,53.7,147000,Negative,0
COW-001,FARM-01,2025-06-09,Holstein Friesian Cross,5,285,1,15.81,5.08,37.6,37.64,497.7,1190.9,27.8,52.5,86000,Negative,0
COW-001,FARM-01,2025-06-10,Holstein Friesian Cross,5,286,1,15.71,4.83,37.56,37.59,489.9,1231.8,28.0,58.2,201000,Trace,0
COW-001,FARM-01,2025-06-11,Holstein Friesian Cross,5,287,1,17.02,5.04,37.81,37.79,495.5,1256.0,25.8,59.0,164000,Negative,0
COW-001,FARM-01,2025-06-12,Holstein Friesian Cross,5,288,1,16.12,4.88,37.63,37.6,476.2,1251.6,26.3,56.4,141000,Negative,0
COW-001,FARM-01,2025-06-13,Holstein Friesian Cross,5,289,1,16.13,5.26,37.66,37.5,506.7,1246.6,26.7,52.6,112000,Negative,0
COW-001,FARM-01,2025-06-14,Holstein Friesian Cross,5,290,1,16.98,4.94,37.68,37.63,479.9,1266.7,28.7,56.0,112000,Negative,0
COW-001,FARM-01,2025-06-15,Holstein Friesian Cross,5,291,1,16.95,5.17,37.75,37.33,499.4,1270.2,25.1,58.6,167000,Negative,0
COW-001,FARM-01,2025-06-16,Holstein Friesian Cross,5,292,1,17.08,5.12,37.71,37.63,494.7,1260.6,27.1,56.2,50000,Negative,0
COW-001,FARM-01,2025-06-17,Holstein Friesian Cross,5,293,1,16.93,5.23,37.55,37.55,479.9,1221.5,26.4,52.4,62000,Negative,0
COW-001,FARM-01,2025-06-18,Holstein Friesian Cross,5,294,1,15.98,5.21,37.63,37.6,496.2,1194.6,24.2,55.3,93000,Negative,0
COW-001,FARM-01,2025-06-19,Holstein Friesian Cross,5,295,1,16.7,4.96,37.71,37.76,497.9,1242.9,28.9,59.9,83000,Negative,0
COW-001,FARM-01,2025-06-20,Holstein Friesian Cross,5,296,1,15.9,5.18,37.58,37.49,494.5,1270.7,25.9,52.5,162000,Negative,0
COW-001,FARM-01,2025-06-21,Holstein Friesian Cross,5,297,1,16.33,4.92,37.68,37.6,498.4,1255.3,26.9,51.9,140000,Negative,0
COW-001,FARM-01,2025-06-22,Holstein Friesian Cross,5,298,1,16.66,5.28,37.62,37.52,479.0,1263.1,24.8,60.2,50000,Negative,0
COW-001,FARM-01,2025-06-23,Holstein Friesian Cross,5,299,1,16.56,5.1,37.55,37.48,487.3,1226.9,21.9,52.7,117000,Negative,0
